name,stars,created_at,pushed_at,age_days,days_since_push,merged_prs,releases,closed_issues,open_issues,total_issues,closed_ratio,language
codecrafters-io/build-your-own-x,541591,2018-05-09T12:03:18Z,2026-07-14T19:25:58Z,3025,37,157,0,677,273,950,0.7126,Markdown
sindresorhus/awesome,498211,2014-07-11T13:42:37Z,2026-08-18T13:28:50Z,4423,2,701,0,352,16,368,0.9565,
public-apis/public-apis,467128,2016-03-20T23:49:42Z,2026-08-19T21:44:19Z,3804,1,2153,0,910,30,940,0.9681,Python
freeCodeCamp/freeCodeCamp,454368,2014-12-24T17:49:19Z,2026-08-20T18:46:54Z,4257,0,29136,0,21916,164,22080,0.9926,TypeScript
EbookFoundation/free-programming-books,394863,2013-10-11T06:50:37Z,2026-08-18T14:16:15Z,4696,2,7424,0,1255,38,1293,0.9706,Python
openclaw/openclaw,386906,2025-11-24T10:16:47Z,2026-08-20T21:50:00Z,269,0,26653,234,44206,3534,47740,0.926,TypeScript
donnemartin/system-design-primer,365098,2017-02-26T16:15:28Z,2026-03-20T01:52:19Z,3462,153,210,0,127,275,402,0.3159,Python
nilbuild/developer-roadmap,365010,2017-03-15T13:45:52Z,2026-08-20T12:45:59Z,3445,0,4400,1,3185,0,3185,1.0,TypeScript
jwasham/coding-interview-university,359345,2016-06-06T02:34:12Z,2025-08-28T14:42:47Z,3727,357,415,0,455,81,536,0.8489,
vinta/awesome-python,315136,2014-06-27T21:00:06Z,2026-08-16T13:31:43Z,4437,4,741,0,0,0,0,0.0,Python
awesome-selfhosted/awesome-selfhosted,313948,2015-06-01T02:33:17Z,2026-08-20T18:45:11Z,4098,0,0,1,0,0,0,0.0,
practical-tutorials/project-based-learning,280124,2017-04-12T05:07:46Z,2026-08-17T06:46:47Z,3417,3,194,0,88,152,240,0.3667,Python
996icu/996.ICU,276730,2019-03-26T07:31:14Z,2025-08-22T06:01:29Z,2704,363,1072,0,0,0,0,0.0,
obra/superpowers,274892,2025-10-09T19:45:18Z,2026-08-19T17:33:23Z,315,1,167,12,755,102,857,0.881,Shell
react/react,247446,2013-05-24T16:15:54Z,2026-08-19T17:57:20Z,4836,1,13035,132,13801,823,14624,0.9437,JavaScript
torvalds/linux,243437,2011-09-04T22:48:12Z,2026-08-20T21:35:04Z,5463,0,0,0,0,0,0,0.0,C
affaan-m/ECC,241424,2026-01-18T00:51:51Z,2026-08-19T23:31:56Z,214,0,998,15,667,44,711,0.9381,JavaScript
trimstray/the-book-of-secret-knowledge,239413,2018-06-23T10:43:14Z,2024-11-19T14:00:38Z,2980,639,122,0,0,0,0,0.0,
NousResearch/hermes-agent,233514,2025-07-22T22:22:28Z,2026-08-20T21:50:28Z,393,0,11402,28,11384,11499,22883,0.4975,Python
mattpocock/skills,226237,2026-02-03T11:15:53Z,2026-08-20T10:35:33Z,198,0,94,7,311,369,680,0.4574,Shell
TheAlgorithms/Python,223902,2016-07-16T09:44:01Z,2026-08-03T18:44:56Z,3687,17,3088,0,1606,143,1749,0.9182,Python
vuejs/vue,210249,2013-07-29T03:24:51Z,2024-10-10T07:24:15Z,4770,679,1136,249,9670,364,10034,0.9637,TypeScript
ossu/computer-science,208250,2014-05-04T00:18:39Z,2026-07-14T05:38:25Z,4491,37,315,0,658,17,675,0.9748,HTML
multica-ai/andrej-karpathy-skills,204355,2026-01-27T03:53:13Z,2026-04-20T10:05:04Z,205,122,12,0,0,0,0,0.0,
n8n-io/n8n,201366,2019-06-22T09:24:21Z,2026-08-20T21:54:09Z,2616,0,20276,770,9712,344,10056,0.9658,TypeScript
anomalyco/opencode,199533,2025-04-30T20:08:00Z,2026-08-20T21:55:55Z,477,0,7409,861,20238,3986,24224,0.8355,TypeScript
tensorflow/tensorflow,197108,2015-11-07T01:19:20Z,2026-08-20T21:55:46Z,3939,0,48928,222,40941,760,41701,0.9818,C++
trekhleb/javascript-algorithms,196521,2018-03-24T07:47:04Z,2026-07-26T02:43:08Z,3071,25,309,0,238,135,373,0.6381,JavaScript
ultraworkers/claw-code,195088,2026-03-31T08:58:08Z,2026-08-16T06:18:45Z,142,4,143,0,2195,16,2211,0.9928,Rust
DigitalPlatDev/FreeDomain,194542,2024-05-30T13:23:00Z,2026-08-12T10:36:46Z,812,8,0,0,0,0,0,0.0,Markdown
ohmyzsh/ohmyzsh,189271,2009-08-28T18:15:37Z,2026-08-20T08:43:08Z,6201,0,3655,0,4925,154,5079,0.9697,Shell
microsoft/vscode,188990,2015-09-03T20:23:38Z,2026-08-20T21:53:36Z,4004,0,52235,234,233722,17577,251299,0.9301,TypeScript
massgravel/Microsoft-Activation-Scripts,187726,2020-01-12T23:03:34Z,2026-07-04T16:54:38Z,2411,47,7,31,1067,8,1075,0.9926,Batchfile
Significant-Gravitas/AutoGPT,186687,2023-03-16T09:21:07Z,2026-08-20T21:49:18Z,1253,0,4783,117,3650,286,3936,0.9273,Python
yt-dlp/yt-dlp,185866,2020-10-26T04:22:55Z,2026-08-19T23:48:28Z,2124,0,3415,136,9967,1973,11940,0.8348,Python
CyC2018/CS-Notes,185521,2018-02-13T14:56:24Z,2024-08-21T09:40:10Z,3110,729,374,0,449,130,579,0.7755,
jackfrued/Python-100-Days,185450,2018-03-01T16:05:52Z,2026-07-29T15:18:29Z,3094,22,13,0,193,536,729,0.2647,Jupyter Notebook
getify/You-Dont-Know-JS,184702,2013-11-16T02:37:24Z,2026-02-15T04:36:44Z,4660,186,370,0,947,0,947,1.0,
avelino/awesome-go,181703,2014-07-06T13:42:15Z,2026-08-20T13:14:59Z,4428,0,3882,0,736,23,759,0.9697,Go
ollama/ollama,179056,2023-06-26T19:39:32Z,2026-08-20T21:34:05Z,1151,0,3537,246,8602,2426,11028,0.78,Go
flutter/flutter,178527,2015-03-06T22:54:58Z,2026-08-20T21:56:19Z,4184,0,49692,7,102683,12566,115249,0.891,Dart
github/gitignore,175376,2010-11-08T20:17:14Z,2026-07-23T16:06:45Z,5764,28,1779,0,0,0,0,0.0,
microsoft/markitdown,174921,2024-11-13T19:56:40Z,2026-08-19T19:36:22Z,645,1,184,20,181,391,572,0.3164,Python
twbs/bootstrap,174619,2011-07-29T21:19:00Z,2026-08-20T20:43:35Z,5501,0,9487,94,22839,105,22944,0.9954,MDX
deepseek-ai/deepseek-harness,173986,2026-08-13T11:56:32Z,2026-08-19T15:37:57Z,7,1,0,2,0,0,0,0.0,TypeScript
521xueweihan/HelloGitHub,171968,2016-05-04T06:24:11Z,2026-08-02T07:58:25Z,3760,18,17,68,2709,616,3325,0.8147,Python
anthropics/skills,170674,2025-09-22T15:53:31Z,2026-08-18T16:02:06Z,332,2,50,0,49,317,366,0.1339,Python
firecrawl/firecrawl,170064,2024-04-15T21:02:29Z,2026-08-20T21:54:26Z,857,0,1950,35,886,71,957,0.9258,TypeScript
f/prompts.chat,167646,2022-12-05T13:54:13Z,2026-08-20T03:20:51Z,1354,0,236,0,152,21,173,0.8786,HTML
AUTOMATIC1111/stable-diffusion-webui,164589,2022-08-22T14:05:26Z,2026-03-02T07:00:53Z,1459,171,1875,27,5491,2421,7912,0.694,Python
huggingface/transformers,164283,2018-10-29T13:56:00Z,2026-08-20T21:33:50Z,2852,0,20230,269,18467,870,19337,0.955,Python
jlevy/the-art-of-command-line,162141,2015-05-20T15:11:03Z,2024-06-25T18:13:44Z,4110,786,317,0,138,126,264,0.5227,
Snailclimb/JavaGuide,157908,2018-05-07T13:27:00Z,2026-08-18T13:05:40Z,3027,2,1270,0,1100,58,1158,0.9499,JavaScript
langflow-ai/langflow,153510,2023-02-08T22:28:03Z,2026-08-20T21:37:22Z,1288,0,7341,304,3209,216,3425,0.9369,Python
langgenius/dify,153044,2023-04-12T07:40:24Z,2026-08-20T19:15:29Z,1226,0,13476,168,18372,294,18666,0.9842,TypeScript
open-webui/open-webui,149383,2023-10-06T22:08:27Z,2026-08-20T20:37:53Z,1048,0,4080,167,9213,194,9407,0.9794,Python
airbnb/javascript,148121,2012-11-01T23:13:50Z,2026-04-16T19:24:09Z,5039,126,822,0,1316,100,1416,0.9294,JavaScript
Genymobile/scrcpy,147987,2017-11-21T18:00:27Z,2026-08-17T10:27:07Z,3194,3,153,52,3355,2794,6149,0.5456,C
msitarzewski/agency-agents,146761,2025-10-13T12:12:29Z,2026-08-06T13:29:47Z,311,14,222,0,87,58,145,0.6,Shell
langchain-ai/langchain,144649,2022-10-17T02:58:36Z,2026-08-20T20:06:15Z,1403,0,17285,1000,9703,328,10031,0.9673,Python
x1xhlol/system-prompts-and-models-of-ai-tools,142950,2025-03-05T16:38:29Z,2026-08-11T13:01:09Z,533,9,52,0,121,91,212,0.5708,
anthropics/claude-code,142138,2025-02-22T17:41:21Z,2026-08-20T20:33:50Z,544,0,162,194,71467,14165,85632,0.8346,Python
yangshun/tech-interview-handbook,142034,2016-07-05T05:00:48Z,2026-08-07T12:06:42Z,3698,13,494,0,92,34,126,0.7302,TypeScript
vercel/next.js,141881,2016-10-05T23:32:51Z,2026-08-20T21:51:03Z,3605,0,28257,1000,23402,1815,25217,0.928,JavaScript
ytdl-org/youtube-dl,140975,2010-10-31T14:35:07Z,2026-02-19T16:45:25Z,5772,182,1646,341,23205,3626,26831,0.8649,Python
clash-verge-rev/clash-verge-rev,139084,2023-11-21T18:24:03Z,2026-08-20T19:46:30Z,1003,0,1016,67,5428,387,5815,0.9334,TypeScript
microsoft/PowerToys,137910,2019-05-01T17:44:02Z,2026-08-20T21:13:35Z,2668,0,7013,142,33784,7392,41176,0.8205,C
iptv-org/iptv,136235,2018-11-14T22:00:57Z,2026-08-20T16:35:39Z,2835,0,6999,0,34565,268,34833,0.9923,TypeScript
golang/go,135930,2014-08-19T04:33:40Z,2026-08-20T20:44:02Z,4384,0,1,0,63274,9637,72911,0.8678,Go
labuladong/fucking-algorithm,135384,2020-02-19T09:01:23Z,2026-02-28T10:07:31Z,2374,173,244,0,981,0,981,1.0,Markdown
Shubhamsaboo/awesome-llm-apps,133377,2024-04-29T05:30:25Z,2026-08-17T02:42:50Z,843,3,242,0,167,6,173,0.9653,Python
ripienaar/free-for-dev,132286,2015-03-18T21:06:26Z,2026-08-20T14:57:38Z,4173,0,3082,0,0,0,0,0.0,HTML
github/spec-kit,130502,2025-08-21T22:54:31Z,2026-08-20T21:56:12Z,363,0,1417,213,1372,161,1533,0.895,Python
excalidraw/excalidraw,130104,2020-01-02T01:04:43Z,2026-08-16T15:30:04Z,2422,4,3961,15,2650,2269,4919,0.5387,TypeScript
krahets/hello-algo,129506,2022-11-04T11:08:34Z,2026-08-17T20:58:58Z,1385,3,996,10,278,14,292,0.9521,Java
garrytan/gstack,128899,2026-03-11T21:22:45Z,2026-08-20T05:33:46Z,162,0,310,0,473,300,773,0.6119,TypeScript
Chalarangelo/30-seconds-of-code,128761,2017-11-29T17:35:03Z,2026-08-19T06:19:54Z,3186,1,856,12,300,0,300,1.0,JavaScript
Comfy-Org/ComfyUI,128644,2023-01-17T03:15:56Z,2026-08-20T19:36:56Z,1311,0,3167,153,5047,4106,9153,0.5514,Python
farion1231/cc-switch,128497,2025-08-04T14:16:16Z,2026-08-20T18:35:38Z,381,0,458,51,3186,1526,4712,0.6761,Rust
react/react-native,126369,2015-01-09T18:10:16Z,2026-08-20T20:22:34Z,4241,0,999,471,27108,673,27781,0.9758,C++
ggml-org/llama.cpp,124877,2023-03-10T18:58:00Z,2026-08-20T21:03:04Z,1259,0,9789,1000,8794,781,9575,0.9184,C++
kubernetes/kubernetes,124629,2014-06-06T22:56:04Z,2026-08-20T18:59:54Z,4457,0,65651,814,47703,1854,49557,0.9626,Go
electron/electron,122599,2013-04-12T01:47:36Z,2026-08-20T21:36:16Z,4878,0,26700,1000,21154,676,21830,0.969,C++
shadcn-ui/ui,121731,2023-01-04T12:43:27Z,2026-08-20T10:33:36Z,1324,0,1448,117,3175,1070,4245,0.7479,TypeScript
rustdesk/rustdesk,121360,2020-09-28T15:36:08Z,2026-08-20T17:26:02Z,2152,0,4208,39,4229,79,4308,0.9817,Rust
nodejs/node,119051,2014-11-26T19:57:11Z,2026-08-20T20:25:47Z,4285,0,13234,512,20130,653,20783,0.9686,JavaScript
nextlevelbuilder/ui-ux-pro-max-skill,118745,2025-11-30T11:36:31Z,2026-08-20T11:49:07Z,263,0,140,41,135,39,174,0.7759,Python
Hack-with-Github/Awesome-Hacking,118704,2016-03-30T15:47:10Z,2026-07-26T03:29:02Z,3795,25,41,0,0,0,0,0.0,
justjavac/free-programming-books-zh_CN,118415,2013-11-04T01:59:19Z,2026-07-29T00:39:06Z,4672,22,300,3,0,0,0,0.0,
microsoft/generative-ai-for-beginners,118211,2023-06-19T16:28:59Z,2026-08-20T03:43:12Z,1158,0,601,0,244,0,244,1.0,Jupyter Notebook
godotengine/godot,115930,2014-01-04T16:05:36Z,2026-08-20T21:18:08Z,4611,0,43417,72,49988,13408,63396,0.7885,C++
rust-lang/rust,115650,2010-06-16T20:39:03Z,2026-08-20T20:51:31Z,5909,0,73628,154,52232,11326,63558,0.8218,Rust
mrdoob/three.js,114635,2010-03-23T18:58:01Z,2026-08-20T21:19:26Z,5994,0,16008,177,13499,247,13746,0.982,JavaScript
2dust/v2rayN,114287,2019-07-30T03:47:24Z,2026-08-20T02:47:24Z,2578,0,607,333,7122,20,7142,0.9972,C#
d3/d3,113505,2010-09-27T17:22:42Z,2026-05-28T14:43:01Z,5806,84,495,194,2242,5,2247,0.9978,Shell
harry0703/MoneyPrinterTurbo,112837,2024-03-11T02:57:34Z,2026-08-20T02:36:40Z,892,0,204,17,756,20,776,0.9742,Python
immich-app/immich,112167,2022-02-03T15:56:27Z,2026-08-20T21:41:40Z,1659,0,10044,305,8675,479,9154,0.9477,TypeScript
jaywcjlove/awesome-mac,111497,2016-07-17T15:33:47Z,2026-08-19T05:26:55Z,3686,1,1245,15,403,159,562,0.7171,Swift
tauri-apps/tauri,110402,2019-07-13T09:09:37Z,2026-08-20T10:11:40Z,2595,0,5676,0,5136,1284,6420,0.8,Rust
microsoft/TypeScript,110303,2014-06-17T15:28:39Z,2026-08-20T20:41:20Z,4447,0,14898,218,38251,5140,43391,0.8815,Go
browser-use/browser-use,109878,2024-10-31T16:00:56Z,2026-08-19T17:35:21Z,658,1,1897,135,1504,103,1607,0.9359,Python
VoltAgent/awesome-design-md,109438,2026-03-31T16:37:01Z,2026-07-31T12:32:42Z,142,20,6,0,78,307,385,0.2026,
axios/axios,109190,2014-08-18T22:30:27Z,2026-08-20T09:15:58Z,4384,0,1483,123,5009,47,5056,0.9907,JavaScript
fatedier/frp,108909,2015-12-21T15:24:59Z,2026-08-17T16:24:14Z,3895,3,861,116,4100,43,4143,0.9896,Go
papers-we-love/papers-we-love,108879,2013-12-15T14:31:41Z,2026-07-01T09:14:27Z,4631,50,444,0,250,2,252,0.9921,Shell
Graphify-Labs/graphify,108668,2026-04-03T15:49:07Z,2026-08-20T16:39:37Z,139,0,135,194,922,484,1406,0.6558,Python
denoland/deno,108272,2018-05-15T01:34:26Z,2026-08-20T16:14:58Z,3019,0,16464,388,13827,1183,15010,0.9212,Rust
supabase/supabase,108217,2019-10-12T05:56:49Z,2026-08-20T21:38:30Z,2504,0,18727,30,5571,272,5843,0.9534,TypeScript
openai/whisper,107679,2022-09-16T20:02:54Z,2026-07-28T20:18:29Z,1434,23,122,13,0,0,0,0.0,Python
openai/codex,107110,2025-04-13T05:37:54Z,2026-08-20T21:52:23Z,494,0,9732,1000,10516,13085,23601,0.4456,Rust
DietrichGebert/ponytail,106646,2026-06-12T00:52:37Z,2026-08-07T21:44:01Z,69,13,174,15,211,62,273,0.7729,JavaScript
google-gemini/gemini-cli,106594,2025-04-17T17:04:31Z,2026-08-20T21:43:44Z,490,0,6660,592,13669,558,14227,0.9608,TypeScript
goldbergyoni/nodebestpractices,105590,2017-09-15T08:33:19Z,2026-06-15T11:41:04Z,3261,66,766,0,288,54,342,0.8421,Dockerfile
microsoft/terminal,104639,2017-08-11T18:38:22Z,2026-08-20T15:48:57Z,3296,0,4521,156,12412,1647,14059,0.8829,C++
deepseek-ai/DeepSeek-V3,104355,2024-12-26T09:52:40Z,2025-08-28T03:24:37Z,602,357,25,1,945,141,1086,0.8702,Python
react/create-react-app,103288,2016-07-17T14:55:11Z,2025-02-15T01:32:11Z,3686,551,1949,83,6576,1856,8432,0.7799,JavaScript
rasbt/LLMs-from-scratch,103115,2023-07-23T18:15:57Z,2026-08-10T01:11:40Z,1124,10,507,0,238,2,240,0.9917,Jupyter Notebook
pytorch/pytorch,102504,2016-08-13T05:26:41Z,2026-08-20T21:57:00Z,3659,0,6601,68,46564,13893,60457,0.7702,Python
Anduin2017/HowToCook,101911,2020-02-29T10:43:49Z,2026-08-20T07:14:07Z,2364,0,646,5,393,464,857,0.4586,
neovim/neovim,101895,2014-01-31T13:39:22Z,2026-08-20T15:40:42Z,4584,0,19671,54,12904,1589,14493,0.8904,Vim Script
fastapi/fastapi,101732,2018-12-08T08:21:47Z,2026-08-19T08:58:11Z,2812,1,3569,300,3543,1,3544,0.9997,Python
angular/angular,101002,2014-09-18T16:12:01Z,2026-08-19T20:48:22Z,4354,1,7381,693,29908,991,30899,0.9679,TypeScript
ruanyf/weekly,100845,2018-10-13T12:36:07Z,2026-08-14T00:20:26Z,2868,6,120,0,1694,8756,10450,0.1621,
mtdvio/every-programmer-should-know,100272,2017-08-24T13:18:26Z,2025-12-29T19:37:02Z,3283,234,109,0,31,16,47,0.6596,
JuliusBrussee/caveman,99574,2026-04-04T10:03:00Z,2026-08-20T11:18:26Z,138,0,59,24,185,171,356,0.5197,Go
ant-design/ant-design,99129,2015-04-24T15:37:24Z,2026-08-20T21:24:26Z,4136,0,18246,759,31756,1014,32770,0.9691,TypeScript
TauricResearch/TradingAgents,99059,2024-12-28T03:31:08Z,2026-07-18T15:55:05Z,600,33,27,8,273,184,457,0.5974,Python
mui/material-ui,98877,2014-08-18T19:11:54Z,2026-08-20T13:46:18Z,4385,0,22184,572,19137,1378,20515,0.9328,JavaScript
nvbn/thefuck,97721,2015-04-08T15:08:04Z,2024-07-19T14:56:13Z,4152,762,482,17,483,308,791,0.6106,Python
